# Action BCM
PERMIT,bcmFieldActionDropCancel, 
DENY,bcmFieldActionDrop,
REDIRECT,bcmFieldActionRedirect,
PKT_PRIO,bcmFieldActionPrioIntNew,
COPY_TO_CPU,bcmFieldActionCopyToCpu,
COPY_TO_CPU_CANCEL,bcmFieldActionCopyToCpu,
SWITCH_TO_CPU_CANCEL,bcmFieldActionSwitchToCpuCancel,
COSQ_CPU_NEW,bcmFieldActionCosQCpuNew,
DROP_PRECEDENCE,bcmFieldActionDropPrecedence,
METER_CONFIG,
RP_DROP_PRECEDENCE,bcmFieldActionRpDropPrecedence,
YP_DROP_PRECEDENCE,bcmFieldActionYpDropPrecedence,
SWITCH_CANCEL,
PBRREDIRECT,
COSQ_NEW,bcmFieldActionCosQNew, 
RP_DROP,bcmFieldActionRpDrop,
REDIRECT_IPMC,bcmFieldActionRedirectIpmc,
ECN_NEW,bcmFieldActionEcnNew,
CLASS_TAG,bcmFieldActionAddClassTag,
REDIRECT_VLAN,bcmFieldActionRedirectVlan,
CLASS_DEST,bcmFieldActionClassDestSet,
REDIRECT_TRUNK,
REDIRECT_PBMP,
SRCMAC_NEW,
DSTMAC_NEW,
OUTERVLAN_NEW,
OUTERVLANPCP_NEW,
DSCP_NEW,
EGRESS_PORTS_ADD,
CLASS_DEST_SET,
CLASS_SRC_SET,
L3_CHANGE_MAC_DA,
EGRESS_MASK,bcmFieldActionEgressMask,
REDIRECT_MCAST,bcmFieldActionRedirectMcast,
MIRROR,
MIRROR_INGRESS,
MIRROR_EGRESS,
MIRROR_OVERRIDE,
REDIRECT_L2MC,    

